word, #distance 1, #distance 2, #vowels, has_accent?, #[b,v], #[g,j], #[h], #[s,z,ce,ci,x], #[y], #[r,s,l], #[m,n,ñ], #[ca,co,cu,q,k], #[b,d]
aprobechar~, 0, 5, 4, no, 1, 0, 1, 0, 0, 2, 0, 0, 1
aquí~también, 0, 0, 6, yes, 1, 0, 0, 0, 0, 0, 2, 1, 1
aquítambién, 0, 0, 6, yes, 1, 0, 0, 0, 0, 0, 2, 1, 1
harán, 8, 172, 2, yes, 0, 0, 1, 0, 0, 1, 1, 0, 0
arán, 11, 260, 2, yes, 0, 0, 0, 0, 0, 1, 1, 0, 0
arrastraba, 6, 33, 4, no, 1, 0, 0, 1, 0, 4, 0, 0, 1
arastaba, 2, 75, 4, no, 1, 0, 0, 1, 0, 2, 0, 0, 1
arrastraba, 6, 33, 4, no, 1, 0, 0, 1, 0, 4, 0, 0, 1
arastaba, 2, 75, 4, no, 1, 0, 0, 1, 0, 2, 0, 0, 1
arbolazo, 1, 27, 4, no, 1, 0, 0, 1, 0, 2, 0, 0, 1
arbazo, 2, 83, 3, no, 1, 0, 0, 1, 0, 1, 0, 0, 1
arbolazo, 1, 27, 4, no, 1, 0, 0, 1, 0, 2, 0, 0, 1
arbazo, 2, 83, 3, no, 1, 0, 0, 1, 0, 1, 0, 0, 1
arbolazo, 1, 27, 4, no, 1, 0, 0, 1, 0, 2, 0, 0, 1
arbazo, 2, 83, 3, no, 1, 0, 0, 1, 0, 1, 0, 0, 1
arbolazo, 1, 27, 4, no, 1, 0, 0, 1, 0, 2, 0, 0, 1
arbazo, 2, 83, 3, no, 1, 0, 0, 1, 0, 1, 0, 0, 1
arboles, 14, 129, 3, no, 1, 0, 0, 1, 0, 3, 0, 0, 1
arbolls, 2, 56, 2, no, 1, 0, 0, 1, 0, 4, 0, 0, 1
arquitectura, 3, 4, 6, no, 0, 0, 0, 0, 0, 2, 0, 1, 0
arcite, 2, 78, 3, no, 0, 0, 0, 1, 0, 1, 0, 0, 0
arquitectura, 3, 4, 6, no, 0, 0, 0, 0, 0, 2, 0, 1, 0
arcite, 2, 78, 3, no, 0, 0, 0, 1, 0, 1, 0, 0, 0
arquitectura, 3, 4, 6, no, 0, 0, 0, 0, 0, 2, 0, 1, 0
arcite, 2, 78, 3, no, 0, 0, 0, 1, 0, 1, 0, 0, 0
arquitectura, 3, 4, 6, no, 0, 0, 0, 0, 0, 2, 0, 1, 0
arcite, 2, 78, 3, no, 0, 0, 0, 1, 0, 1, 0, 0, 0
arquitectura, 3, 4, 6, no, 0, 0, 0, 0, 0, 2, 0, 1, 0
arcite, 2, 78, 3, no, 0, 0, 0, 1, 0, 1, 0, 0, 0
arquitectura, 3, 4, 6, no, 0, 0, 0, 0, 0, 2, 0, 1, 0
arcite, 2, 78, 3, no, 0, 0, 0, 1, 0, 1, 0, 0, 0
hace, 22, 405, 2, no, 0, 0, 1, 1, 0, 0, 0, 0, 0
are, 43, 828, 2, no, 0, 0, 0, 0, 0, 1, 0, 0, 0
hace, 22, 405, 2, no, 0, 0, 1, 1, 0, 0, 0, 0, 0
are, 43, 828, 2, no, 0, 0, 0, 0, 0, 1, 0, 0, 0
hará, 9, 217, 2, yes, 0, 0, 1, 0, 0, 1, 0, 0, 0
aré, 26, 526, 2, yes, 0, 0, 0, 0, 0, 1, 0, 0, 0
arrastraba, 6, 33, 4, no, 1, 0, 0, 1, 0, 4, 0, 0, 1
arrastrava, 3, 24, 4, no, 1, 0, 0, 1, 0, 4, 0, 0, 0
arrestar, 10, 78, 3, no, 0, 0, 0, 1, 0, 4, 0, 0, 0
arresta, 10, 91, 3, no, 0, 0, 0, 1, 0, 3, 0, 0, 0
arrestaron, 6, 65, 4, no, 0, 0, 0, 1, 0, 4, 1, 0, 0
arsestaron, 2, 22, 4, no, 0, 0, 0, 2, 0, 4, 1, 0, 0
artilugio, 2, 3, 5, no, 0, 1, 0, 0, 0, 2, 0, 0, 0
